symbol,name,asset_class,exchange,status,coverage_percent,missing_fields,missing_reasons
1517,利奇,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1519,華城,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1521,大億,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1522,堤維西,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1524,耿鼎,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1525,江申,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1526,日馳,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1527,鑽全,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1528,恩德,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1529,樂事綠能,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1530,亞崴,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1531,高林股,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1532,勤美,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1533,車王電,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1535,中宇,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1536,和大,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1537,廣隆,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1538,正峰,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1539,巨庭,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1540,喬福,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1541,錩泰,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1558,伸興,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1560,中砂,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1563,巧新,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1565,精華,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1568,倉佑,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1569,濱川,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1570,力肯,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1580,新麥,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1582,信錦,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1583,程泰,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1584,精剛,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1586,和勤,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1587,吉茂,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1589,永冠-KY,stock,TWSE,partial,78.57,本益比狀態 | 股價淨值比狀態 | 殖利率狀態,valuation_source_missing | valuation_source_missing | valuation_source_missing
1590,亞德客-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1591,駿吉-KY,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1593,祺驊,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1595,川寶,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1597,直得,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1598,岱宇,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1599,宏佳騰,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1603,華電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1604,聲寶,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1605,華新,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1608,華榮,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1609,大亞,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1611,中電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1612,宏泰,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1614,三洋電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1615,大山,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1616,億泰,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1617,榮星,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1618,合機,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1623,大東電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1626,艾美特-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1702,南僑,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1707,葡萄王,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1708,東鹼,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1709,和益,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1710,東聯,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1711,永光,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1712,興農,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1713,國化,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1714,和桐,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1717,長興,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1718,中纖,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1720,生達,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1721,三晃,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1722,台肥,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1723,中碳,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1725,元禎,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1726,永記,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1727,中華化,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1730,花仙子,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1731,美吾華,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1732,毛寶,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1733,五鼎,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1734,杏輝,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1735,日勝化,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1736,喬山,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1737,臺鹽,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1742,台蠟,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1752,南光,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1760,寶齡富錦,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1762,中化生,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1773,勝一,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1776,展宇,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1777,生泰,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1780,立弘,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1781,合世,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1783,和康生,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1784,訊聯,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1785,光洋科,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1786,科妍,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1788,杏昌,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1789,神隆,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1795,美時,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1796,金穎生技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1799,易威,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1802,台玻,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1805,寶徠,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1806,冠軍,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1808,潤隆,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1809,中釉,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1810,和成,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1813,寶利徠,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1815,富喬,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1817,凱撒衛,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1903,士紙,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1904,正隆,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1905,華紙,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1906,寶隆,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1907,永豐餘,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1909,榮成,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2002,中鋼,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2006,東和鋼鐵,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2007,燁興,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2008,高興昌,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2009,第一銅,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2010,春源,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2012,春雨,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2013,中鋼構,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2014,中鴻,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2015,豐興,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2017,官田鋼,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2020,美亞,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2022,聚亨,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2023,燁輝,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2024,志聯,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2025,千興,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2027,大成鋼,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2028,威致,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2029,盛餘,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2030,彰源,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2031,新光鋼,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2032,新鋼,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2033,佳大,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2034,允強,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2035,唐榮公司,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2038,海光,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2049,上銀,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2059,川湖,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2061,風青,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2062,橋椿,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2063,世鎧精密,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2064,晉椿,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2065,世豐,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2066,世德,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2067,嘉鋼,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2069,運錩,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2070,精湛,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2072,世紀風電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2073,雄順,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2101,南港,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2102,泰豐,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2103,台橡,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2104,國際中橡,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2105,正新,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2106,建大,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2107,厚生,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2108,南帝,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2109,華豐,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2114,鑫永銓,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2115,六暉-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2201,裕隆,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2204,中華,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2206,三陽工業,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2207,和泰車,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2208,台船,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2211,長榮鋼,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2221,大甲,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2227,裕日車,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2228,劍麟,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2230,泰茂,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2231,為升,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2233,宇隆,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2235,謚源,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
2236,百達-KY,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2237,華德動能-創,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2239,英利-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2241,艾姆勒,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2243,宏旭-KY,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2247,汎德永業,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2248,華勝-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2250,IKKA-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2254,巨鎧精密-創,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2258,鴻華先進-創,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2301,光寶科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2302,麗正,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2303,聯電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2305,全友,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2308,台達電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2312,金寶,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2313,華通,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2314,台揚,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2316,楠梓電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2317,鴻海,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2321,東訊,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2323,中環,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2324,仁寶,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2327,國巨*,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2328,廣宇,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2329,華泰,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2330,台積電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2331,精英,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2332,友訊,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2337,旺宏,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2338,光罩,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2340,台亞,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2342,茂矽,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2344,華邦電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2345,智邦,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2347,聯強,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2348,海悅,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2349,錸德,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2351,順德,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2352,佳世達,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2353,宏碁,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2354,鴻準,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2355,敬鵬,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2356,英業達,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2357,華碩,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2359,所羅門,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2360,致茂,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2362,藍天,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2363,矽統,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2364,倫飛,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2365,昆盈,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2367,燿華,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2368,金像電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2369,菱生,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2371,大同,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2373,震旦行,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2374,佳能,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2375,凱美,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2376,技嘉,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2377,微星,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2379,瑞昱,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2380,虹光,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2382,廣達,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2383,台光電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2385,群光,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2387,精元,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2388,威盛,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2390,云辰,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2392,正崴,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2393,億光,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2395,研華,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2397,友通,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2399,映泰,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2401,凌陽,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2402,毅嘉,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2404,漢唐,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2405,輔信,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2406,國碩,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2408,南亞科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2409,友達,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2412,中華電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2413,環科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2414,精技,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2415,錩新,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2417,圓剛,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2419,仲琦,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2420,新巨,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2421,建準,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2423,固緯,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2424,隴華,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2425,承啟,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2426,鼎元,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2427,三商電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2428,興勤,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2429,銘旺科,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2430,燦坤,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2431,聯昌,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2432,倚天酷碁-創,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2433,互盛電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2434,統懋,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2436,偉詮電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2438,翔耀,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2439,美律,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2440,太空梭,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2441,超豐,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2442,新美齊,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2444,兆勁,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2449,京元電子,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2450,神腦,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2451,創見,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2453,凌群,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2454,聯發科,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2455,全新,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2457,飛宏,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2458,義隆,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2459,敦吉,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2460,建通,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
2461,光群雷,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
2462,良得電,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
2464,盟立,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
