symbol,name,asset_class,exchange,status,coverage_percent,missing_fields,missing_reasons
00965,元大航太防衛科技,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00971,野村美國研發龍頭,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00972,野村日本動能高息,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
009800,中信NASDAQ,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009801,中信美國創新科技,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
009805,台新美國電力基建,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
009810,玉山全球藍籌100,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009811,統一美國50ETF基金,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009812,野村日本東證,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009813,貝萊德標普卓越50,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009816,凱基台灣TOP50,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
009817,國泰大和日本不動產收息ETF基金,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009818,華南永昌NASDAQxT,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009819,中信數據及電力,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009820,元大納斯達克精選,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009821,野村稀土關鍵資源,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009824,群益美國科技巨頭ETF基金,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
009826,貝萊德世界股票,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
009827,玉山未來全球算力,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
009828,中信台日韓PCB,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
009829,大華韓國KOSPI 50,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00982D,主動富邦動態入息,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00982T,平衡兆豐台美動能,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00983A,主動中信ARK創新,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00983D,主動富邦複合收益,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00984D,主動聯博全球非投,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00985A,主動野村台灣50,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00985B,群益ESG投等債0-5,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00986A,主動台新龍頭成長,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00987A,主動台新優勢成長,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00988A,主動統一全球創新,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00989A,主動摩根美國科技,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00990A,主動元大AI新經濟,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00991B,貝萊德A級公司債,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00992A,主動群益科技創新,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
00993A,主動安聯台灣,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00995A,主動中信台灣卓越,etf,TWSE,partial,92.31,配息資訊,etf_distribution_missing
00996A,主動兆豐台灣豐收,etf,TWSE,partial,76.92,配息資訊 | 成分股揭露狀態 | 產業配置,etf_distribution_missing | etf_holdings_not_disclosed | etf_allocation_missing
00999A,主動野村臺灣高息,etf,TWSE,partial,84.62,成分股揭露狀態 | 產業配置,etf_holdings_not_disclosed | etf_allocation_missing
1101,台泥,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1102,亞泥,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1103,嘉泥,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1104,環泥,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1108,幸福,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1109,信大,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1110,東泥,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1201,味全,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1203,味王,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1210,大成,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1213,大飲,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1215,卜蜂,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1216,統一,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1217,愛之味,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1218,泰山,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1219,福壽,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1220,台榮,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1225,福懋油,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1227,佳格,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1229,聯華,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1231,聯華食,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1232,大統益,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1233,天仁,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1234,黑松,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1235,興泰,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1236,宏亞,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1240,茂生農經,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1256,鮮活果汁-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1259,安心,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1264,德麥,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1268,漢來美食,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1294,漢田生技,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1295,生合,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1301,台塑,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1303,南亞,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1304,台聚,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1305,華夏,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1307,三芳,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1308,亞聚,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1309,台達化,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1310,台苯,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1312,國喬,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1313,聯成,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1314,中石化,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1315,達新,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1316,上曜,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1319,東陽,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1321,大洋,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1323,永裕,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1324,地球,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1325,恆大,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1326,台化,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1336,台翰,stock,TPEx,partial,92.86,歷季財報,quarter_history_incomplete
1337,再生-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1338,廣華-KY,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1339,昭輝,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1340,勝悅-KY,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1341,富林-KY,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1342,八貫,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1402,遠東新,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1409,新纖,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1410,南染,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1413,宏洲,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1414,東和,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1416,廣豐,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1417,嘉裕,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1418,東華,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1419,新紡,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1423,利華,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1432,大魯閣,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1434,福懋,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1435,中福,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1436,華友聯,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1437,勤益控,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1438,三地開發,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1439,雋揚,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1440,南紡,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1441,大東,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1442,名軒,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1443,立益物流,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1444,力麗,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1445,大宇,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1446,宏和,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1447,力鵬,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1449,佳和,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1451,年興,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1452,宏益,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1453,大將,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1454,台富,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1455,集盛,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1456,怡華,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1457,宜進,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1459,聯發,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1460,宏遠,stock,TWSE,partial,78.57,本益比狀態 | 殖利率狀態 | 歷季財報,valuation_source_missing | valuation_source_missing | quarter_history_incomplete
1463,強盛新,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1464,得力,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1465,偉全,stock,TWSE,partial,92.86,歷季財報,quarter_history_incomplete
1466,聚隆,stock,TWSE,partial,85.71,本益比狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
1467,南緯,stock,TWSE,partial,85.71,殖利率狀態 | 歷季財報,valuation_source_missing | quarter_history_incomplete
